,exact,entropy,oneDisagree,divCount,divAns
abstract_v002_train2015_000000000032.png,1,0.0,1,1,{'2': 5}
abstract_v002_train2015_000000000425.png,0,0.8277293767706427,0,4,"{'food': 1, 'banana split': 2, 'plate': 1, 'ice cream': 1}"
abstract_v002_train2015_000000000512.png,1,0.0,1,1,{'blue': 5}
abstract_v002_train2015_000000001203.png,1,0.0,1,1,{'baseball': 5}
abstract_v002_train2015_000000001329.png,1,0.0,1,1,{'2': 5}
abstract_v002_train2015_000000001527.png,0,0.8277293767706427,0,4,"{'beige': 1, 'brown': 2, 'tan': 1, 'light gray': 1}"
abstract_v002_train2015_000000001628.png,0,0.5904362833084088,0,3,"{'laughing': 3, 'sitting': 1, 'pinicing': 1}"
abstract_v002_train2015_000000001756.png,0,0.8277293767706427,0,4,"{'unanswerable': 2, 'yes': 1, 'possibly': 1, 'maybe': 1}"
abstract_v002_train2015_000000002125.png,1,0.0,1,1,{'no': 5}
abstract_v002_train2015_000000002446.png,0,0.3109175070825711,1,2,"{'no': 4, 'yes': 1}"
abstract_v002_train2015_000000002469.png,0,0.3109175070825711,1,2,"{'yes': 4, 'maybe': 1}"
abstract_v002_train2015_000000002551.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000002675.png,1,0.0,1,1,{'1': 5}
abstract_v002_train2015_000000002680.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000002693.png,0,0.3109175070825711,1,2,"{'2': 4, 'dark tan': 1}"
abstract_v002_train2015_000000002750.png,1,0.0,1,1,{'2': 5}
abstract_v002_train2015_000000002851.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000002933.png,0,0.5904362833084088,0,3,"{'sandbox': 3, 'yes': 1, 'in sand box': 1}"
abstract_v002_train2015_000000002984.png,0,0.3109175070825711,1,2,"{'yes': 4, 'no': 1}"
abstract_v002_train2015_000000003288.png,0,0.3109175070825711,1,2,"{'no': 4, 'yes': 1}"
abstract_v002_train2015_000000003293.png,0,0.41816566007905165,0,2,"{'no': 3, 'yes': 2}"
abstract_v002_train2015_000000003371.png,0,0.5904362833084088,0,3,"{'tan': 3, 'dusky': 1, 'beige': 1}"
abstract_v002_train2015_000000003885.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000003889.png,1,0.0,1,1,{'no': 5}
abstract_v002_train2015_000000004035.png,0,0.3109175070825711,1,2,"{'yes': 4, 'maybe': 1}"
abstract_v002_train2015_000000004107.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000004703.png,1,0.0,1,1,{'no': 5}
abstract_v002_train2015_000000004777.png,0,0.5904362833084088,0,3,"{'roboot': 1, 'robot': 3, 'unanswerable': 1}"
abstract_v002_train2015_000000004904.png,0,0.3109175070825711,1,2,"{'yes': 4, 'unanswerable': 1}"
abstract_v002_train2015_000000004998.png,0,0.41816566007905165,0,2,"{'ball': 3, 'soccer ball': 2}"
abstract_v002_train2015_000000005029.png,1,0.0,1,1,{'no': 5}
abstract_v002_train2015_000000005536.png,0,0.5904362833084088,0,3,"{'tan': 3, 'bisque': 1, 'brown': 1}"
abstract_v002_train2015_000000005705.png,0,0.41816566007905165,0,2,"{'ball': 3, 'soccer ball': 2}"
abstract_v002_train2015_000000006476.png,0,0.5904362833084088,0,3,"{'tan': 3, 'bisque': 1, 'beige': 1}"
abstract_v002_train2015_000000006524.png,1,0.0,1,1,{'no': 5}
abstract_v002_train2015_000000006525.png,0,0.3109175070825711,1,2,"{'slide': 4, 'ladder': 1}"
abstract_v002_train2015_000000006594.png,0,0.3109175070825711,1,2,"{'no': 4, 'yes': 1}"
abstract_v002_train2015_000000006686.png,0,0.5904362833084088,0,3,"{'flowers': 1, 'scooter': 3, 'flower': 1}"
abstract_v002_train2015_000000006711.png,0,0.3109175070825711,1,2,"{'ducks': 4, 'geese': 1}"
abstract_v002_train2015_000000006713.png,0,0.5904362833084088,0,3,"{'no': 3, 'unanswerable': 1, 'maybe': 1}"
abstract_v002_train2015_000000006862.png,0,0.3109175070825711,1,2,"{'orange': 4, 'red orange': 1}"
abstract_v002_train2015_000000006880.png,0,0.6554587535412856,0,3,"{'cat glass apple bread book': 2, 'food and book': 1, 'food': 2}"
abstract_v002_train2015_000000007151.png,0,0.3109175070825711,1,2,"{'no': 4, 'yes': 1}"
abstract_v002_train2015_000000007244.png,0,0.41816566007905165,0,2,"{'no': 3, 'yes': 2}"
abstract_v002_train2015_000000007266.png,1,0.0,1,1,{'1': 5}
abstract_v002_train2015_000000007354.png,0,0.8277293767706427,0,4,"{'yes': 2, '1': 1, 'no': 1, 'maybe': 1}"
abstract_v002_train2015_000000007557.png,0,0.5904362833084088,0,3,"{'brown': 3, 'tan': 1, 'biege': 1}"
abstract_v002_train2015_000000008120.png,0,0.41816566007905165,0,2,"{'table': 3, 'coffee table': 2}"
abstract_v002_train2015_000000008443.png,1,0.0,1,1,{'4': 5}
abstract_v002_train2015_000000008655.png,0,0.3109175070825711,1,2,"{'basket': 4, 'picnic basket': 1}"
abstract_v002_train2015_000000008788.png,0,0.3109175070825711,1,2,"{'yes': 4, 'no': 1}"
abstract_v002_train2015_000000008983.png,0,0.8277293767706427,0,4,"{'boy': 2, 'thin': 1, 'dad': 1, 'unanswerable': 1}"
abstract_v002_train2015_000000009252.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000009267.png,1,0.0,1,1,{'3': 5}
abstract_v002_train2015_000000009486.png,0,0.3109175070825711,1,2,"{'food': 1, 'yes': 4}"
abstract_v002_train2015_000000009599.png,1,0.0,1,1,{'doll': 5}
abstract_v002_train2015_000000009823.png,1,0.0,1,1,{'1': 5}
abstract_v002_train2015_000000009871.png,0,0.3109175070825711,1,2,"{'yes': 4, 'yes sun is shining': 1}"
abstract_v002_train2015_000000010020.png,1,0.0,1,1,{'no': 5}
abstract_v002_train2015_000000010147.png,0,0.3109175070825711,1,2,"{'yes': 4, 'no': 1}"
abstract_v002_train2015_000000010204.png,0,0.8277293767706427,0,4,"{'food': 2, 'steak corn hamburgers': 1, 'steak and vegetables': 1, 'corn steak': 1}"
abstract_v002_train2015_000000010318.png,1,0.0,1,1,{'2': 5}
abstract_v002_train2015_000000010560.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000010592.png,1,0.0,1,1,{'red': 5}
abstract_v002_train2015_000000010796.png,1,0.0,1,1,{'no': 5}
abstract_v002_train2015_000000010846.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000011119.png,1,0.0,1,1,{'blue': 5}
abstract_v002_train2015_000000011210.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000011215.png,0,0.41816566007905165,0,2,"{'red': 3, 'brown': 2}"
abstract_v002_train2015_000000011430.png,0,0.3109175070825711,1,2,"{'yes': 1, 'no': 4}"
abstract_v002_train2015_000000011779.png,0,0.5904362833084088,0,3,"{'man': 3, 'gray haired': 1, 'old lady': 1}"
abstract_v002_train2015_000000012296.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000012598.png,1,0.0,1,1,{'tree': 5}
abstract_v002_train2015_000000012754.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000013045.png,0,0.8277293767706427,0,4,"{'lilypad': 1, 'lilly pad': 2, 'lillypad': 1, 'lily pad': 1}"
abstract_v002_train2015_000000013103.png,1,0.0,1,1,{'1': 5}
abstract_v002_train2015_000000013164.png,1,0.0,1,1,{'no': 5}
abstract_v002_train2015_000000013174.png,0,0.3109175070825711,1,2,"{'tree': 4, 'woman': 1}"
abstract_v002_train2015_000000013357.png,0,0.3109175070825711,1,2,"{'marshmallow': 1, 'marshmallows': 4}"
abstract_v002_train2015_000000013527.png,0,0.3109175070825711,1,2,"{'yes': 1, 'no': 4}"
abstract_v002_train2015_000000013681.png,0,0.8277293767706427,0,4,"{'very close': 1, 'very': 1, 'fairly close': 1, 'unanswerable': 2}"
abstract_v002_train2015_000000013788.png,0,0.6554587535412856,0,3,"{'yes': 2, 'no': 2, 'maybe': 1}"
abstract_v002_train2015_000000013879.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000013957.png,0,0.430676558073393,0,2,"{'unanswerable': 2, 'red': 2}"
abstract_v002_train2015_000000014069.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000014197.png,1,0.0,1,1,{'log': 5}
abstract_v002_train2015_000000014241.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000014251.png,0,0.3109175070825711,1,2,"{'no': 1, 'yes': 4}"
abstract_v002_train2015_000000014318.png,0,0.8277293767706427,0,4,"{'standing': 2, 'watching': 1, 'watching boy': 1, 'laughing': 1}"
abstract_v002_train2015_000000014457.png,0,0.41816566007905165,0,2,"{'yes': 3, 'no': 2}"
abstract_v002_train2015_000000014489.png,0,0.41816566007905165,0,2,"{'brown': 2, 'red': 3}"
abstract_v002_train2015_000000014607.png,1,0.0,1,1,{'frisbee': 5}
abstract_v002_train2015_000000014668.png,1,0.0,1,1,{'2': 5}
abstract_v002_train2015_000000014942.png,1,0.0,1,1,{'apples': 5}
abstract_v002_train2015_000000014969.png,1,0.0,1,1,{'yes': 5}
abstract_v002_train2015_000000015104.png,0,0.41816566007905165,0,2,"{'cat': 3, 'dog': 2}"
abstract_v002_train2015_000000015244.png,0,0.3109175070825711,1,2,"{'beehive': 4, 'bee hive': 1}"
abstract_v002_train2015_000000015273.png,0,0.3109175070825711,1,2,"{'yes': 1, 'dog': 4}"
abstract_v002_train2015_000000015521.png,0,0.5904362833084088,0,3,"{'1': 1, 'o': 1, '0': 3}"
abstract_v002_train2015_000000015616.png,1,0.0,1,1,{'2': 5}
abstract_v002_train2015_000000015704.png,1,0.0,1,1,{'purple': 5}
abstract_v002_train2015_000000015959.png,1,0.0,1,1,{'black': 5}
abstract_v002_train2015_000000016009.png,1,0.0,1,1,{'bone': 5}
abstract_v002_train2015_000000016170.png,0,0.5904362833084088,0,3,"{'burgers': 1, 'meat': 1, 'hamburgers': 3}"
abstract_v002_train2015_000000016665.png,0,0.5904362833084088,0,3,"{'1': 3, 'toddler': 1, '3': 1}"
abstract_v002_train2015_000000017224.png,1,0.0,1,1,{'waving': 5}
abstract_v002_train2015_000000017346.png,1,0.0,1,1,{'1': 5}
abstract_v002_train2015_000000017496.png,1,0.0,1,1,{'0': 5}
abstract_v002_train2015_000000017882.png,0,0.3109175070825711,1,2,"{'plant': 4, 'potted plant': 1}"
abstract_v002_train2015_000000018243.png,1,0.0,1,1,{'2': 5}
abstract_v002_train2015_000000018317.png,0,0.3109175070825711,1,2,"{'no': 4, 'yes': 1}"
abstract_v002_train2015_000000018341.png,1,0.0,1,1,{'log': 5}
abstract_v002_train2015_000000018656.png,0,0.3109175070825711,1,2,"{'12': 4, '6': 1}"
abstract_v002_train2015_000000018802.png,0,1.0,0,5,"{'monkey bars': 1, 'using monkeybars': 1, 'playing': 1, 'climbing': 1, 'playing on monkeybars': 1}"
abstract_v002_train2015_000000019242.png,1,0.0,1,1,{'red': 5}
abstract_v002_train2015_000000019469.png,1,0.0,1,1,{'2': 5}
abstract_v002_train2015_000000019513.png,0,0.3109175070825711,1,2,"{'baseball': 4, 'softball': 1}"
abstract_v002_train2015_000000019812.png,0,0.41816566007905165,0,2,"{'yes': 2, 'no': 3}"
abstract_v002_train2015_000000019949.png,0,0.5904362833084088,0,3,"{'hole': 1, 'beehive': 3, 'knothole': 1}"
abstract_v002_train2015_000000019960.png,1,0.0,1,1,{'2': 5}
